7679770348, 476797.81, 570348.7 
7511373387, 475113.34, 573387.01 
7162572687, 471625.3, 572687.91 
7820372157, 478203.16, 572157.19 
7253675271, 472536.67, 575271.01 
7829172006, 478291.74, 572006.37 
7215472233, 472154.46, 572233.59 
7237470224, 472374.51, 570224.75 
7312573129, 473125.67, 573129.26 
7279973559, 472799.4, 573559.32 
7783372555, 477833.39, 572555.5 
7185772570, 471857.02, 572570.9 
7893975218, 478939.93, 575218.09 
6698172677, 466981.67, 572677.11 
7267372984, 472673.3, 572984.42 
8165975052, 481659.78, 575052.48 
7975176387, 479751.36, 576387.23 
6900572246, 469005.64, 572246.85 
7193272597, 471932.41, 572597.83 
7905171884, 479051.87, 571884.67 
7707873165, 477078.98, 573165.65 
7520874020, 475208.07, 574020.75 
7913373090, 479133.3, 573090.96 
7598269593, 475982.11, 569593.84 
7473873398, 474738.81, 573398.58 
8110974613, 481109.26, 574613.32 
7886271329, 478862.03, 571329.89 
7696973012, 476969.03, 573012.74 
7499769236, 474997.53, 569236.08 
7194973762, 471949.92, 573762.71 
7260974223, 472609.99, 574223.75 
7644175021, 476441.33, 575021.75 
7161071911, 471610.7, 571911.17 
7232371417, 472323.0, 571417.43 
7059267164, 470592.45, 567164.19 
7746173380, 477461.96, 573380.58 
8020675784, 480206.87, 575784.2 
7259669705, 472596.61, 569705.33 
7222472895, 472224.21, 572895.68 
7082673168, 470826.28, 573168.27 
7818771060, 478187.99, 571060.2 
7752173822, 477521.7, 573822.16 
7171971406, 471719.54, 571406.74 
7817774445, 478177.21, 574445.62 
7131268847, 471312.3, 568847.52 
7116172081, 471161.89, 572081.98 
7196076693, 471960.54, 576693.84 
7293568290, 472935.08, 568290.65 
7911775393, 479117.55, 575393.7 
7675373056, 476753.63, 573056.66 
7667175614, 476671.53, 575614.27 
7363174204, 473631.53, 574204.99 
7527673519, 475276.06, 573519.83 
7902169633, 479021.53, 569633.52 
6990173090, 469901.05, 573090.23 
8134871445, 481348.81, 571445.19 
7194871481, 471948.02, 571481.39 
7433471732, 474334.0, 571732.89 
7289673050, 472896.4, 573050.97 
7327369923, 473273.72, 569923.78 
8108273761, 481082.3, 573761.75 
7586372509, 475863.28, 572509.4 
7435671784, 474356.25, 571784.66 
7967771113, 479677.05, 571113.55 
7220373620, 472203.31, 573620.77 
7672075858, 476720.27, 575858.82 
7748173566, 477481.77, 573566.46 
7703977264, 477039.69, 577264.19 
6813073403, 468130.92, 573403.19 
7393570064, 473935.77, 570064.34 
7221868105, 472218.73, 568105.74 
7813073106, 478130.98, 573106.42 
7980373388, 479803.76, 573388.69 
7125871730, 471258.72, 571730.95 
