0, 2460, 66, 175.367131561 
1, 1456, 6131, 23.1372945392 
2, 3643, 9144, 25.8569836705 
3, 6157, 1971, 32.4277167181 
4, 397, 0, 97.7194769125 
5, 0, 5677, 28.2301909443 
6, 0, 9243, 40.1310242062 
7, 5969, 8074, 107.961793514 
8, 0, 8928, 33.979627862 
9, 7852, 0, 15.6148038732 
10, 1097, 7238, 9.21057348867 
11, 0, 2658, 11.9811504422 
12, 0, 1945, 9.94872714736 
13, 6343, 8432, 29.5597198828 
14, 7234, 7085, 34.5869734945 
15, 0, 0, 22.3544670615 
16, 7038, 900, 28.479383257 
17, 0, 2245, 20.3031060492 
18, 8888, 4923, 61.1461419116 
19, 5707, 3819, 18.0824408424 
20, 6571, 4345, 18.9476360382 
21, 7479, 1472, 16.1779170476 
22, 4323, 5012, 17.1539659781 
23, 7963, 33, 18.1603638032 
24, 6837, 5375, 21.7234722748 
25, 4398, 0, 3.04345198746 
26, 1393, 9199, 4.93740725325 
27, 0, 5314, 7.4794721464 
28, 0, 0, 17.3529667774 
29, 0, 8052, 15.9184365986 
30, 0, 0, 18.9582065805 
31, 2364, 5656, 38.3005664015 
32, 0, 0, 88.1271562816 
33, 0, 0, 43.0380829953 
34, 4194, 2852, 90.8848705781 
35, 1406, 3673, 63.2808198104 
36, 2663, 0, 60.5713963544 
37, 0, 8550, 14.8583500845 
38, 0, 0, 71.8299554475 
39, 1957, 8753, 21.5279937031 
40, 1596, 7849, 173.27186896 
41, 6267, 1366, 209.184500167 
42, 5317, 8019, 15.0396974703 
43, 2242, 7299, 8.98002228504 
44, 1940, 0, 32.3900679221 
45, 9429, 6471, 10.4053425536 
46, 0, 0, 42.2083081814 
47, 0, 0, 138.428390671 
48, 4238, 2079, 22.6916063777 
49, 376, 1981, 43.8485588149 
50, 4699, 0, 34.6176736744 
51, 2851, 0, 41.5921986437 
52, 0, 7897, 40.8635422265 
53, 4312, 8606, 88.5437678446 
54, 2004, 4359, 93.3135451047 
55, 8742, 9027, 91.1588594152 
56, 2761, 8193, 134.765260476 
57, 7013, 1680, 62.4375558566 
58, 3877, 1, 36.1875631742 
59, 3762, 4284, 99.6117472992 
60, 3045, 3164, 120.22622842 
61, 5616, 8892, 61.4496823514 
62, 1022, 7615, 35.5781182752 
63, 667, 5860, 82.4865737886 
64, 4401, 6261, 68.881104093 
65, 7142, 2389, 5.8293998763 
66, 4281, 1156, 9.48810307692 
67, 1280, 0, 68.142650924 
68, 0, 6821, 75.8939892219 
69, 0, 4608, 227.68954878 
70, 7090, 100, 40.1357912037 
71, 4070, 3031, 122.621471318 
72, 5847, 4889, 21.8778838099 
73, 4941, 7744, 97.3241089757 
74, 7175, 2772, 36.8847190582 
75, 4526, 180, 23.5859406781 
76, 2496, 8161, 3.07026057533 
77, 2239, 763, 39.1733288343 
78, 5866, 1335, 42.2142657523 
79, 0, 4262, 114.841008737 
80, 8931, 0, 98.8544375514 
81, 4209, 7933, 40.553555404 
82, 0, 3367, 40.9785919719 
83, 1633, 5683, 57.996472498 
84, 6698, 3679, 49.8973342244 
85, 5427, 1778, 106.234288553 
86, 6859, 8023, 19.9933288874 
87, 5697, 8797, 28.1998758862 
88, 2057, 3377, 197.351489664 
89, 2689, 2362, 82.2539485535 
90, 150, 6834, 51.2320157329 
91, 7153, 7545, 28.4836990663 
92, 0, 0, 71.4753080329 
93, 1107, 9441, 39.8178665928 
94, 0, 4893, 12.2047244951 
95, 2407, 1325, 72.2249502158 
96, 9188, 2312, 255.874150875 
97, 4662, 0, 28.9183423563 
98, 2160, 7484, 29.2434102245 
99, 143, 6243, 52.9269857454 
100, 7854, 9196, 51.7694486426 
101, 0, 6063, 52.1647969387 
102, 3159, 0, 18.2756781478 
103, 0, 0, 38.4148089593 
104, 3349, 5836, 79.6427859398 
105, 2050, 8197, 8.31771603268 
106, 3120, 7837, 28.1665688911 
107, 867, 0, 77.5986744216 
108, 6761, 7607, 65.6091902125 
109, 8771, 2672, 160.419661678 
110, 4319, 2376, 23.1820767392 
111, 4040, 1767, 49.1016905893 
112, 6225, 5582, 13.7312057944 
113, 4556, 7326, 32.2928645194 
114, 9416, 384, 63.8875406302 
115, 1696, 995, 30.6498602616 
116, 0, 0, 21.0914058327 
117, 4414, 3617, 74.7636339603 
118, 1504, 0, 14.6059132215 
119, 0, 0, 44.0951225897 
120, 1409, 4695, 105.844757345 
121, 0, 0, 30.9679843265 
122, 0, 0, 20.7404274161 
123, 2627, 555, 50.9899720507 
124, 6296, 8056, 20.399313714 
125, 779, 8842, 73.6135979335 
126, 2326, 6607, 91.1269949884 
127, 3544, 0, 58.1736824836 
128, 0, 1795, 181.524922463 
129, 2956, 1161, 43.5883421634 
130, 1853, 7366, 21.7879095335 
131, 0, 4450, 13.9268984343 
132, 6494, 1314, 26.5011465219 
133, 8022, 1144, 49.2366449611 
134, 620, 9205, 6.47594008619 
135, 4899, 9360, 45.7385743328 
136, 635, 7146, 18.36357536 
137, 46, 5184, 107.481428769 
138, 3121, 7138, 32.6869779777 
139, 8216, 4959, 13.2975072852 
140, 6554, 0, 33.5245893032 
141, 0, 8724, 10.4755429454 
142, 490, 3085, 22.5900088535 
143, 2222, 792, 93.608346642 
144, 8809, 7383, 94.441563943 
145, 6240, 8381, 12.899519371 
146, 1061, 7581, 210.874431558 
147, 0, 3015, 73.7337273505 
148, 6174, 6232, 279.116375312 
